127.0.0.1 - - [29/Sep/2020:08:49:36 +0900] "GET / HTTP/1.1" 200 735
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:42:28 +0900] "GET /contents/partnerList.do?menuId=AD030307 HTTP/1.1" 200 10456
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:42:31 +0900] "POST /contents/partnerEdit.do HTTP/1.1" 200 9434
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:42:31 +0900] "POST /contents/partnerEdit.do HTTP/1.1" 200 9434
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:42:34 +0900] "GET /contents/clinicList.do?menuId=AD030305 HTTP/1.1" 200 13394
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:42:34 +0900] "GET /usr/local/lena/servers/appServer/s3:/an2-lsc-dev-yva-data/upload/YVOIRE_classic%20S_Clinical_Study20200928.pdf HTTP/1.1" 404 1171
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:42:34 +0900] "GET /contents/clinicList.do?menuId=AD030305 HTTP/1.1" 200 13394
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:42:34 +0900] "GET /usr/local/lena/servers/appServer/s3:/an2-lsc-dev-yva-data/upload/YVOIRE_classic%20S_Clinical_Study20200928.pdf HTTP/1.1" 404 1171
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:42:35 +0900] "GET /usr/local/lena/servers/appServer/s3:/an2-lsc-dev-yva-data/upload/YVOIRE_classic%20S_Clinical_Study20200928.pdf HTTP/1.1" 404 1171
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:42:36 +0900] "POST /contents/clinicEdit.do HTTP/1.1" 200 9447
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:42:36 +0900] "POST /contents/clinicEdit.do HTTP/1.1" 200 9447
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /contents/logoList.do?menuId=AD030101 HTTP/1.1" 200 34355
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[9].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[7].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[5].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[3].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[1].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929.png HTTP/1.1" 404 1169
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/defaultimg_268x17220200929.png HTTP/1.1" 404 1139
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/%EC%A0%81%EC%9A%A9%ED%85%8C%EC%8A%A4%ED%8A%B820200928.PNG HTTP/1.1" 404 1193
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /usr/local/lena/servers/appServer/s3:/an2-lsc-dev-yva-data/upload/%EC%A0%81%EC%9A%A9%ED%85%8C%EC%8A%A4%ED%8A%B820200928[2].PNG HTTP/1.1" 404 1201
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/%EC%A0%81%EC%9A%A9%ED%85%8C%EC%8A%A4%ED%8A%B820200925.PNG HTTP/1.1" 404 1193
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /contents/logoList.do?menuId=AD030101 HTTP/1.1" 200 34355
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[9].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[7].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[5].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[3].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[1].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929.png HTTP/1.1" 404 1169
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/defaultimg_268x17220200929.png HTTP/1.1" 404 1139
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/%EC%A0%81%EC%9A%A9%ED%85%8C%EC%8A%A4%ED%8A%B820200928.PNG HTTP/1.1" 404 1193
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /usr/local/lena/servers/appServer/s3:/an2-lsc-dev-yva-data/upload/%EC%A0%81%EC%9A%A9%ED%85%8C%EC%8A%A4%ED%8A%B820200928[2].PNG HTTP/1.1" 404 1201
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:28 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/%EC%A0%81%EC%9A%A9%ED%85%8C%EC%8A%A4%ED%8A%B820200925.PNG HTTP/1.1" 404 1193
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:32 +0900] "GET /contents/injectionList.do?menuId=AD030503 HTTP/1.1" 200 9970
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:32 +0900] "GET /contents/injectionList.do?menuId=AD030503 HTTP/1.1" 200 9970
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:39 +0900] "GET /contents/webinarList.do?menuId=AD030505 HTTP/1.1" 200 6054
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:39 +0900] "GET /contents/webinarList.do?menuId=AD030505 HTTP/1.1" 200 6054
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:43 +0900] "GET /contents/anatomyList.do?menuId=AD030501 HTTP/1.1" 200 8882
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:43:43 +0900] "GET /contents/anatomyList.do?menuId=AD030501 HTTP/1.1" 200 8882
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:56 +0900] "GET /contents/anatomyList.do?menuId=AD030501 HTTP/1.1" 200 8869
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:56 +0900] "GET /resource/css/admin/import.css HTTP/1.1" 200 1063
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:56 +0900] "GET /resource/js/jquery/jquery-1.12.4.min.js HTTP/1.1" 200 97166
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:56 +0900] "GET /resource/js/libs/swiper-5.4.5.min.js HTTP/1.1" 200 140942
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:56 +0900] "GET /resource/js/admin/ui.js HTTP/1.1" 200 31676
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:56 +0900] "GET /resource/css/libs/aos.min.css HTTP/1.1" 200 26053
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:56 +0900] "GET /resource/css/libs/animate.min.css HTTP/1.1" 200 71760
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:56 +0900] "GET /resource/css/libs/fontawesome_all.min.css HTTP/1.1" 200 59011
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:56 +0900] "GET /resource/css/libs/selectordie.css HTTP/1.1" 200 8566
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:56 +0900] "GET /resource/css/libs/selectordie_theme_02.css HTTP/1.1" 200 10214
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:56 +0900] "GET /resource/css/base.css HTTP/1.1" 200 7638
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:56 +0900] "GET /resource/css/fonts.css HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:56 +0900] "GET /resource/css/component.css HTTP/1.1" 200 20754
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:56 +0900] "GET /resource/css/admin/layout.css HTTP/1.1" 200 7183
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:56 +0900] "GET /resource/css/admin/main.css HTTP/1.1" 200 19
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:56 +0900] "GET /resource/css/common.css HTTP/1.1" 200 60867
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:57 +0900] "GET /resource/images/common/layout/logo-tit.png HTTP/1.1" 200 3062
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:57 +0900] "GET /resource/fonts/LGSmHaSB.woff2 HTTP/1.1" 200 1291904
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:57 +0900] "GET /resource/fonts/LGSmHaR.woff2 HTTP/1.1" 200 1284688
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:57 +0900] "GET /resource/fonts/fa-solid-900.woff2 HTTP/1.1" 200 80328
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:57 +0900] "GET /contents/anatomyList.do?menuId=AD030501 HTTP/1.1" 200 8869
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:57 +0900] "GET /resource/js/admin/ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:45:57 +0900] "GET /favicon.ico HTTP/1.1" 404 973
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:03 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:52 +0900] "GET /contents/webinarList.do?menuId=AD030505 HTTP/1.1" 200 6054
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:52 +0900] "GET /resource/js/admin/ui.js HTTP/1.1" 200 31660
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:52 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:52 +0900] "GET /contents/webinarList.do?menuId=AD030505 HTTP/1.1" 200 6054
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:52 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:54 +0900] "GET /contents/exerciseList.do?menuId=AD030511 HTTP/1.1" 200 8375
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:54 +0900] "GET /resource/js/admin/ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:54 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:54 +0900] "GET /contents/exerciseList.do?menuId=AD030511 HTTP/1.1" 200 8375
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:55 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:55 +0900] "GET /contents/injectionList.do?menuId=AD030503 HTTP/1.1" 200 9970
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:55 +0900] "GET /resource/js/admin/ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:55 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:55 +0900] "GET /contents/injectionList.do?menuId=AD030503 HTTP/1.1" 200 9970
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:56 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:58 +0900] "GET /contents/injectionList.do?menuId=AD030503 HTTP/1.1" 200 9970
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:58 +0900] "GET /resource/js/admin/ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:58 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:58 +0900] "GET /contents/injectionList.do?menuId=AD030503 HTTP/1.1" 200 9970
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:59 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:59 +0900] "GET /contents/anatomyList.do?menuId=AD030501 HTTP/1.1" 200 8869
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:59 +0900] "GET /resource/js/admin/ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:46:59 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:00 +0900] "GET /contents/anatomyList.do?menuId=AD030501 HTTP/1.1" 200 8869
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:00 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:00 +0900] "GET /contents/injectionList.do?menuId=AD030503 HTTP/1.1" 200 9970
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:01 +0900] "GET /resource/js/admin/ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:01 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:01 +0900] "GET /contents/injectionList.do?menuId=AD030503 HTTP/1.1" 200 9970
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:01 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:21 +0900] "GET /contents/webinarList.do?menuId=AD030505 HTTP/1.1" 200 6054
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:21 +0900] "GET /resource/js/admin/ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:21 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:21 +0900] "GET /contents/webinarList.do?menuId=AD030505 HTTP/1.1" 200 6054
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:21 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:31 +0900] "GET /contents/injectionList.do?menuId=AD030503 HTTP/1.1" 200 9970
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:31 +0900] "GET /resource/js/admin/ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:31 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:31 +0900] "GET /contents/injectionList.do?menuId=AD030503 HTTP/1.1" 200 9970
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:31 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:47 +0900] "GET /contents/logoList.do?menuId=AD030101 HTTP/1.1" 200 39080
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:47 +0900] "GET /resource/js/admin/ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:47 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[15].png HTTP/1.1" 404 1177
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:47 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[13].png HTTP/1.1" 404 1177
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:47 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[11].png HTTP/1.1" 404 1177
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:47 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[9].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:47 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[7].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:47 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[5].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:47 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[3].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:47 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[1].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:47 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929.png HTTP/1.1" 404 1169
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:47 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/defaultimg_268x17220200929.png HTTP/1.1" 404 1139
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:47 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/%EC%A0%81%EC%9A%A9%ED%85%8C%EC%8A%A4%ED%8A%B820200928.PNG HTTP/1.1" 404 1193
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:47 +0900] "GET /usr/local/lena/servers/appServer/s3:/an2-lsc-dev-yva-data/upload/%EC%A0%81%EC%9A%A9%ED%85%8C%EC%8A%A4%ED%8A%B820200928[2].PNG HTTP/1.1" 404 1201
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:47 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/%EC%A0%81%EC%9A%A9%ED%85%8C%EC%8A%A4%ED%8A%B820200925.PNG HTTP/1.1" 404 1193
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:48 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:48 +0900] "GET /contents/logoList.do?menuId=AD030101 HTTP/1.1" 200 39080
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:48 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[15].png HTTP/1.1" 404 1177
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:48 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[13].png HTTP/1.1" 404 1177
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:48 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[11].png HTTP/1.1" 404 1177
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:48 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[9].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:48 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[7].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:48 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[5].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:48 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[3].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:48 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[1].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:48 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/defaultimg_268x17220200929.png HTTP/1.1" 404 1139
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:48 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929.png HTTP/1.1" 404 1169
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:49 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/%EC%A0%81%EC%9A%A9%ED%85%8C%EC%8A%A4%ED%8A%B820200928.PNG HTTP/1.1" 404 1193
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:49 +0900] "GET /usr/local/lena/servers/appServer/s3:/an2-lsc-dev-yva-data/upload/%EC%A0%81%EC%9A%A9%ED%85%8C%EC%8A%A4%ED%8A%B820200928[2].PNG HTTP/1.1" 404 1201
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:49 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/%EC%A0%81%EC%9A%A9%ED%85%8C%EC%8A%A4%ED%8A%B820200925.PNG HTTP/1.1" 404 1193
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:49 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:50 +0900] "GET /contents/journalList.do?menuId=AD030301 HTTP/1.1" 200 11916
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:51 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:51 +0900] "GET /contents/journalList.do?menuId=AD030301 HTTP/1.1" 200 11916
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:51 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:56 +0900] "GET /resource/js/libs/swiper.min.js.map HTTP/1.1" 404 1019
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:56 +0900] "GET /contents/logoList.do?menuId=AD030101 HTTP/1.1" 200 39080
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:56 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[15].png HTTP/1.1" 404 1177
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:56 +0900] "GET /resource/js/admin/ui.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:56 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[13].png HTTP/1.1" 404 1177
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:56 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[11].png HTTP/1.1" 404 1177
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:56 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[7].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:56 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[9].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:57 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[5].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:57 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[3].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:57 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929.png HTTP/1.1" 404 1169
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:57 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/Branding%20Material_378x260(TEST)20200929[1].png HTTP/1.1" 404 1175
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:57 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/%EC%A0%81%EC%9A%A9%ED%85%8C%EC%8A%A4%ED%8A%B820200928.PNG HTTP/1.1" 404 1193
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:57 +0900] "GET /usr/local/lena/servers/appServer/webapps/ROOT/data001/gyva-data/defaultimg_268x17220200929.png HTTP/1.1" 404 1139
0:0:0:0:0:0:0:1 - - [29/Sep/2020:13:47:57 +0900] "GET /usr/local/lena/servers/appServer/s3:/an2-lsc-dev-yva-data/upload/%EC%A0%81%EC%9A%A9%ED%85%8C%EC%8A%A4%ED%8A%B820200928[2].PNG HTTP/1.1" 404 1201
